PRP$,RB,DT,JJ,NN,CC,VB,VBG,IN,NNP,NNS,PRP,VBP,MD,TO,VBZ,CD,VBD,VBN,RP,WP,WRB,FW,WDT,PDT,JJR,RBR,JJS,EX,RBS,NNPS,UH,WP$,$,'',POS
2,6,10,11,17,6,7,2,12,6,3,12,10,2,2,4,1,4,3,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0
159,348,350,346,720,205,376,135,512,384,158,556,359,108,218,178,60,73,85,29,32,32,1,21,6,20,8,3,15,0,4,0,1,0,0,0
5,21,24,21,46,14,13,3,24,6,10,23,13,5,7,4,0,16,2,4,3,2,0,2,0,1,0,2,2,0,0,0,0,0,0,0
9,21,21,21,35,9,18,11,33,14,10,24,13,3,11,9,3,12,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,358,415,374,759,234,560,170,604,140,196,685,409,157,260,142,40,86,78,63,40,58,2,21,3,23,11,12,10,1,0,1,0,0,0,0
48,210,176,190,284,89,173,51,275,97,70,209,110,56,91,71,16,38,31,9,20,29,0,8,4,9,5,3,14,4,2,0,0,0,0,0
5,13,15,15,22,8,13,4,23,8,5,21,11,8,3,8,2,1,3,2,1,0,0,3,1,0,0,2,2,0,0,0,0,0,0,0
64,173,137,140,237,66,132,61,221,82,78,207,152,23,81,35,8,27,21,10,7,22,0,3,3,5,2,9,5,0,2,0,0,0,0,0
88,222,176,142,362,88,260,85,287,151,84,368,166,81,141,89,17,34,24,33,25,28,0,13,4,13,5,13,3,1,0,2,0,0,0,0
10,19,18,26,37,14,17,3,42,5,14,32,21,6,9,11,3,4,2,2,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0
0,0,2,1,6,0,3,1,2,0,1,3,2,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,19,25,20,35,15,25,8,39,8,18,45,22,14,11,13,2,5,4,1,8,6,0,0,4,0,0,2,3,0,1,0,0,0,0,0
15,30,40,38,71,22,25,6,45,8,18,35,23,8,16,13,3,9,9,2,0,4,0,5,0,3,1,1,2,0,0,1,0,0,0,0
29,97,104,115,195,34,78,27,149,27,44,102,96,20,58,39,5,15,26,3,12,9,0,6,0,3,0,0,1,0,0,0,0,0,0,0
36,148,154,141,256,98,118,82,255,52,68,236,112,13,89,59,19,91,35,7,17,22,0,10,1,10,9,4,3,2,0,1,1,0,0,0
16,34,43,32,63,18,23,8,50,29,17,53,31,6,7,10,7,20,4,5,2,11,0,1,0,3,2,1,2,0,0,0,0,0,0,0
164,364,417,395,726,187,373,134,678,182,281,572,303,151,195,164,42,142,88,39,41,53,0,29,4,30,10,27,13,2,1,0,0,0,0,0
60,184,159,149,305,92,202,64,293,83,103,277,161,35,109,54,18,66,21,16,13,32,0,5,4,11,3,2,5,2,1,1,0,0,0,0
21,52,31,38,59,29,45,13,62,21,12,73,39,10,28,13,1,24,9,5,1,6,0,0,0,3,2,2,0,0,0,0,0,0,0,0
161,417,438,444,832,268,459,131,658,191,283,475,289,137,242,143,23,119,79,38,44,47,1,24,2,24,13,21,24,2,4,4,0,0,0,0
14,20,22,12,41,16,28,7,39,2,7,52,20,9,9,9,2,10,1,1,2,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0
11,31,20,14,27,13,30,9,42,8,13,63,36,6,20,3,0,5,7,0,1,7,0,0,0,1,1,2,0,0,1,0,0,0,0,0
50,149,157,105,250,80,160,64,211,76,69,299,157,33,99,69,6,70,36,15,23,19,0,10,1,11,4,5,3,1,0,0,0,0,0,0
1,1,4,0,8,2,3,0,5,6,0,8,5,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,41,47,26,84,24,49,14,78,9,22,62,23,20,21,15,4,13,16,4,4,4,0,0,1,1,0,2,2,0,0,0,0,0,0,0
20,28,46,24,63,19,34,11,67,13,18,69,25,9,24,11,4,30,7,3,3,11,0,0,0,2,0,0,1,2,0,0,0,0,0,0
15,36,38,25,64,15,27,7,56,20,22,60,32,10,15,21,4,19,11,5,9,3,0,2,1,1,1,0,1,1,3,0,0,0,0,0
49,116,136,105,236,59,90,53,181,83,71,185,103,28,47,46,11,53,32,15,13,19,0,7,3,6,3,4,7,2,1,3,0,0,0,0
85,390,306,263,472,167,312,130,454,135,185,415,253,119,134,91,33,79,52,31,26,28,1,19,4,23,4,16,16,0,0,0,0,0,1,0
109,568,395,353,748,234,524,211,639,226,220,634,368,99,270,150,19,124,69,39,53,48,5,34,3,23,12,17,11,1,3,4,0,0,0,0
9,17,19,16,33,10,18,7,21,3,8,31,16,7,5,7,0,1,8,2,2,2,0,1,0,1,0,0,2,0,0,0,0,0,0,0
14,32,46,53,76,31,50,17,55,16,18,57,29,16,21,17,3,6,13,4,3,6,0,1,1,3,1,2,1,0,0,0,0,0,0,0
6,28,16,20,27,8,22,9,21,10,11,39,19,7,14,5,5,5,5,1,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50,139,136,157,216,74,158,52,223,56,101,219,134,48,78,46,9,43,34,7,14,15,0,8,3,3,9,2,6,1,0,0,0,0,0,0
31,84,53,50,133,46,93,23,104,44,40,139,78,20,40,13,9,36,10,9,16,13,0,0,0,3,1,4,2,0,1,0,0,0,0,0
6,48,39,40,53,13,45,8,58,28,24,111,59,12,19,18,2,27,8,3,16,6,0,9,0,1,2,1,1,0,0,2,0,0,0,0
6,21,24,26,50,11,21,17,41,6,7,36,19,2,11,16,0,8,3,0,0,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0
176,333,347,324,679,205,345,135,500,138,212,444,237,88,164,123,16,47,72,40,36,42,0,29,5,17,10,6,12,2,0,0,0,0,0,0
176,354,375,275,700,179,416,175,533,216,211,680,321,105,206,107,51,185,83,42,45,37,0,19,7,21,7,6,10,0,3,4,0,0,0,0
178,536,453,509,999,325,419,154,583,77,291,463,473,110,201,221,62,142,167,47,42,75,0,22,5,29,16,20,13,3,1,0,0,0,0,0
8,31,36,31,69,20,26,18,56,11,15,42,17,11,16,10,5,19,12,9,4,5,0,0,0,2,4,3,1,0,0,0,0,0,0,0
184,313,410,358,761,206,445,221,707,195,296,666,381,72,338,110,47,178,69,64,67,56,1,16,3,24,13,12,9,2,2,0,0,0,0,0
96,243,277,217,485,96,221,74,394,87,135,395,236,67,108,79,19,87,49,15,32,24,1,18,5,13,12,13,11,0,1,0,0,0,0,0
1,10,11,8,18,7,8,3,16,9,4,9,5,5,7,5,0,1,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4,24,15,22,37,13,23,7,24,19,5,29,14,5,10,10,1,7,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,57,46,60,91,29,51,19,66,31,34,80,40,15,24,21,2,10,7,3,2,5,0,5,1,4,3,1,2,1,0,0,0,0,0,0
3,36,23,15,36,10,17,9,35,7,14,38,27,5,11,5,9,10,8,2,1,1,0,1,1,2,0,2,1,0,0,0,0,0,0,0
30,89,134,121,203,57,89,43,153,32,91,142,89,28,60,47,17,34,23,13,11,17,0,9,2,10,3,3,5,0,1,0,0,0,0,0
141,515,330,351,621,288,518,113,562,225,192,775,451,156,278,133,18,94,51,29,52,35,0,23,5,55,13,13,8,3,2,1,0,0,0,0
1,4,6,1,9,4,5,2,6,0,3,10,3,0,2,0,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,29,31,27,54,19,14,14,39,18,15,19,13,4,11,9,3,11,8,2,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,2,0,0,2,0,1,0,3,0,0,5,1,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,200,174,131,256,78,138,58,237,89,75,216,139,25,86,41,22,45,29,8,10,10,0,8,0,18,6,8,4,1,0,0,0,0,0,0
28,85,102,88,176,57,93,31,166,30,92,150,105,27,53,58,6,22,20,13,13,2,2,12,1,4,1,4,8,0,0,0,0,0,0,0
7,12,26,14,47,6,12,7,24,12,10,25,10,2,11,2,3,18,5,2,3,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0
118,468,397,375,726,239,448,180,689,216,222,692,410,96,256,140,23,162,74,45,68,62,0,27,11,25,13,8,13,1,2,0,1,0,0,0
10,10,16,8,31,9,17,4,15,5,5,23,16,7,3,3,2,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
4,6,11,14,16,7,7,3,12,9,7,15,12,1,3,2,0,1,5,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,15,13,13,21,5,18,7,26,11,5,26,12,7,6,14,1,2,4,1,3,2,0,1,0,2,2,0,3,0,0,0,0,0,0,0
0,3,1,5,5,3,4,2,7,2,1,6,3,2,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,62,96,97,168,59,132,24,163,57,48,201,106,27,63,43,2,19,26,7,22,13,0,10,1,5,0,6,3,0,1,0,0,0,0,0
18,43,60,39,84,27,30,24,100,18,33,32,19,7,23,23,2,12,12,6,4,7,1,5,0,6,1,0,2,2,0,0,0,0,0,0
4,23,6,14,12,4,8,1,10,2,7,15,6,1,5,4,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,2,5,4,9,1,1,2,6,3,4,4,7,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
29,81,63,71,108,45,81,29,112,47,22,157,72,8,60,35,12,23,11,6,8,4,0,4,1,6,0,1,1,1,0,0,0,0,0,0
129,451,430,303,696,340,596,175,630,168,226,798,380,134,308,147,27,142,62,55,55,37,0,26,5,30,11,16,18,2,3,2,0,0,0,0
57,151,152,123,270,77,163,77,315,53,94,291,136,39,98,59,20,63,48,20,24,21,1,8,1,13,3,5,10,4,2,1,0,0,0,0
166,388,327,256,597,256,358,106,529,153,175,728,326,109,176,160,41,145,71,29,32,50,1,20,6,20,11,14,9,1,0,4,0,0,0,0
5,18,9,6,25,11,11,6,20,10,1,19,6,1,6,6,0,7,4,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0
54,122,134,124,239,69,122,47,205,98,80,184,107,40,65,30,8,36,19,11,15,7,2,8,4,10,2,4,5,0,0,0,0,0,0,0
51,214,193,172,322,95,210,93,323,90,85,313,156,48,128,65,11,40,25,27,22,17,0,10,1,9,9,8,3,0,0,1,0,0,0,0
70,157,152,130,280,86,141,55,256,105,89,240,108,34,75,45,12,54,32,23,21,16,0,7,3,10,6,4,2,2,4,1,0,0,0,0
23,67,68,55,108,28,51,24,131,32,17,110,53,15,35,16,1,12,6,9,11,4,0,3,2,3,5,6,1,0,0,0,0,0,0,0
123,344,304,275,526,191,357,143,525,128,201,500,274,75,206,133,25,107,64,51,47,38,0,14,3,13,8,19,19,6,1,0,0,0,0,0
1,3,1,2,2,1,2,0,2,1,1,5,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,44,46,23,77,28,42,12,80,30,10,99,44,15,14,18,2,27,8,8,8,7,0,2,0,2,0,2,4,1,0,0,0,0,0,0
8,12,20,15,32,8,7,8,23,11,15,16,13,0,5,2,6,11,9,3,1,3,0,3,0,1,3,1,0,0,0,0,0,0,0,0
43,106,100,87,177,45,84,47,162,61,55,143,54,23,49,47,15,39,25,8,4,11,0,5,2,7,1,3,4,1,0,0,0,0,0,0
55,174,93,91,171,72,100,47,169,85,46,222,109,12,67,39,9,89,21,11,15,19,0,4,2,13,3,7,4,0,1,0,0,0,0,0
3,11,21,22,32,9,12,2,22,2,20,8,11,8,4,8,0,3,1,0,1,4,0,0,0,1,1,1,2,0,1,0,0,0,0,0
174,460,391,334,633,234,373,212,649,165,165,845,338,114,185,191,28,253,81,43,58,72,0,22,8,33,23,27,16,2,1,3,0,0,0,0
